"id","projectId","image"
"24","23","https://jeshwin-portfolio-bucket.s3.us-west-1.amazonaws.com/thumbnails/fAJt4m33oFUpoCou4iteT.png"
"25","22","https://jeshwin-portfolio-bucket.s3.us-west-1.amazonaws.com/thumbnails/3g5Dh1AoSSYryVfxCqQXg.png"
"26","24","https://jeshwin-portfolio-bucket.s3.us-west-1.amazonaws.com/thumbnails/P24S2nircV9Ntxq88mVwk.png"
"27","25","https://jeshwin-portfolio-bucket.s3.us-west-1.amazonaws.com/thumbnails/eGBXOsx_EZ91TKJ-81eHj.jpg"
