"id","url","title","icon","projectId"
"37","https://www.youtube.com/watch?v=n9ZNGVvMOSQ","Tutorial for the rendering technique I used","YouTube","23"
"38","https://www.blender.org/","Learn more about Blender","3D","23"
"39","https://www.tinkercad.com/things/cbe7wxuGd0w","CAD of our robot's electronics","Demo","22"
"40","https://www.codenest.space/","CodeNest","Demo","24"
"41","https://github.com/Jeshwin/codenest","Source Code","GitHub","24"
"42","https://api.toucanny.net/","Toucanny Website","Demo","25"
"43","https://github.com/Jeshwin/toucanny","GitHub Repo","GitHub","25"
